session_id,base_cart_item_names,base_cart_item_categories,base_cart_item_count,base_cart_value,cart_has_drink,cart_has_dessert,cart_has_side,cart_completion_score
99073,Gnocchi Pesto,main,1,344.26,0,0,0,0.5
99074,Idli Sambar | Andhra Chicken Fry | Buttermilk,main | main | drink,3,416.7,1,0,0,0.65
99075,Risotto | Fettuccine Alfredo,main | main,2,510.86,0,0,0,0.5
99076,Manchurian Gravy,main,1,198.03,0,0,0,0.5
99077,Chilly Paneer,main,1,238.83,0,0,0,0.5
99078,Penne Arrabbiata | Pepperoni Pizza,main | main,2,372.29,0,0,0,0.5
99079,Veg Kadai | Masala Chai,main | drink,2,223.76,1,0,0,0.65
99080,Tiramisu | Chocolate Lava Cake | Gulab Jamun Platter,main | main | main,3,584.6,0,0,0,0.85
99081,Pulled Pork Sandwich,main,1,259.91,0,0,0,0.5
99082,Beef Tenderloin,main,1,286.57,0,0,0,0.5
99083,Mango Sorbet | Masala Chai,main | drink,2,265.5,1,0,0,0.65
99084,Appam Stew,main,1,185.38,0,0,0,0.75
99085,Waffles with Ice Cream | Watermelon Juice,main | drink,2,238.38,1,0,0,0.65
99086,Spring Roll,main,1,274.92,0,0,0,0.5
99087,Penne Arrabbiata,main,1,374.37,0,0,0,0.5
99088,Paneer Tikka Masala,main,1,127.23,0,0,0,0.5
99089,Chicken in Black Bean,main,1,272.21,0,0,0,0.5
99090,Veg Fried Rice,main,1,215.17,0,0,0,0.5
99091,Chocolate Lava Cake | Kulfi Falooda | Banana Milkshake,main | main | drink,3,461.13,1,0,0,0.65
99092,Pesarattu | Watermelon Juice,main | drink,2,229.49,1,0,0,0.65
99093,Kolkata Biryani,main,1,154.8,0,0,0,0.5
99094,Rava Dosa | Pesarattu,main | main,2,393.14,0,0,0,0.5
99095,Appam Stew | Masala Chai,main | drink,2,414.05,1,0,0,0.65
99096,Veg Kadai,main,1,179.16,0,0,0,0.5
99097,Chole Bhature | Veg Kadai | Chole Bhature,main | main | main,3,563.55,0,0,0,0.65
99098,Kolkata Biryani | Egg Biryani | Prawn Biryani,main | main | main,3,1286.29,0,0,0,0.5
99099,Dal Makhani | Chole Bhature | Chole Bhature,main | main | main,3,856.77,0,0,0,0.5
99100,Bisi Bele Bath | Rava Dosa,main | main,2,340.02,0,0,0,0.5
99101,Veg Biryani | Prawn Biryani,main | main,2,342.16,0,0,0,1
99102,Grilled Salmon | Beef Tenderloin,main | main,2,340.79,0,0,0,0.5
99103,Dal Makhani | Veg Kadai,main | main,2,551.21,0,0,0,0.5
99104,Veg Fried Rice | Onion Rings | Gajar Halwa,main | side | dessert,3,310.26,0,1,1,0.9
99105,Veg Kadai,main,1,165.27,0,0,0,0.5
99106,Bisi Bele Bath | Rava Dosa | Pesarattu,main | main | main,3,542.26,0,0,0,0.6
99107,Dal Makhani | Gulab Jamun,main | dessert,2,231.16,0,1,0,0.75
99108,Hakka Noodles | Kung Pao Chicken,main | main,2,563.29,0,0,0,0.5
99109,Shahi Mutton | Veg Kadai | Chicken Rogan Josh,main | main | main,3,1074.04,0,0,0,0.5
99110,Hyderabadi Dum Biryani,main,1,160.18,0,0,0,0.5
99111,Veg Biryani | Mutton Biryani | Watermelon Juice,main | main | drink,3,889.12,1,0,0,0.65
99112,Falafel Wrap,main,1,271.39,0,0,0,0.5
99113,Masala Dosa | Stir Fried Veggies,main | side,2,427.56,0,0,1,0.75
99114,Idli Sambar | Pesarattu,main | main,2,498.49,0,0,0,0.75
99115,Spaghetti Bolognese | Gnocchi Pesto,main | main,2,507.62,0,0,0,0.9
99116,Chilly Paneer,main,1,277.35,0,0,0,0.5
99117,Double Patty Burger | Chicken Wrap | Loaded Nachos,main | main | main,3,902.2,0,0,0,0.5
99118,Margherita Pizza | Pepperoni Pizza,main | main,2,791.02,0,0,0,0.5
99119,Rava Dosa | Masala Dosa | Virgin Mojito | Stir Fried Veggies,main | main | drink | side,4,1108.12,1,0,1,0.9
99120,Butter Chicken | Virgin Mojito,main | drink,2,373.58,1,0,0,0.65
99121,Lasagna | Fettuccine Alfredo | Garden Salad,main | main | side,3,962.37,0,0,1,0.9
99122,Rajma Masala | Chicken Rogan Josh,main | main,2,630.21,0,0,0,0.5
99123,Cheesecake Slice | Rasmalai | Waffles with Ice Cream,main | main | main,3,805.53,0,0,0,0.5
99124,Shahi Mutton,main,1,373.64,0,0,0,0.5
99125,Hyderabadi Dum Biryani | Sugarcane Juice,main | drink,2,322.01,1,0,0,0.65
99126,Masala Dosa | Bisi Bele Bath | Pesarattu | Chocolate Mousse,main | main | main | dessert,4,962.91,0,1,0,0.65
99127,Manchurian Gravy | Manchurian Gravy | Veg Fried Rice,main | main | main,3,1118.08,0,0,0,0.5
99128,Hakka Noodles | Hakka Noodles | Spring Roll,main | main | main,3,573.74,0,0,0,0.5
99129,Chicken Biryani | Egg Biryani,main | main,2,696.41,0,0,0,0.5
99130,Mushroom Risotto,main,1,252.44,0,0,0,0.5
99131,Manchurian Gravy,main,1,181.14,0,0,0,0.5
99132,Veg Biryani,main,1,201.95,0,0,0,0.5
99133,Mutton Biryani | Hyderabadi Dum Biryani | Chocolate Mousse,main | main | dessert,3,433.25,0,1,0,0.65
99134,Szechuan Chicken,main,1,345.51,0,0,0,0.5
99135,Lamb Chops,main,1,168.96,0,0,0,0.5
99136,Kolkata Biryani,main,1,231.75,0,0,0,0.5
99137,Mutton Biryani,main,1,251.99,0,0,0,0.5
99138,Chilly Paneer | Hakka Noodles | Fresh Lime Soda,main | main | drink,3,398.22,1,0,0,0.65
99139,Chicken Biryani | Paneer Biryani,main | main,2,681.79,0,0,0,0.9
99140,Veg Club Sandwich,main,1,329.19,0,0,0,0.75
99141,Shahi Mutton | Shahi Mutton,main | main,2,518.92,0,0,0,0.75
99142,Dal Makhani | Paneer Tikka Masala | Chicken Rogan Josh,main | main | main,3,741.32,0,0,0,0.5
99143,Beef Tenderloin,main,1,199.42,0,0,0,0.5
99144,Veg Biryani | Gajar Halwa,main | dessert,2,236.85,0,1,0,0.65
99145,Kerala Prawn Curry | Idli Sambar | Bisi Bele Bath,main | main | main,3,873.17,0,0,0,0.5
99146,Masala Dosa | Andhra Chicken Fry | Bisi Bele Bath,main | main | main,3,1108.43,0,0,0,0.5
99147,Chicken Wrap | Double Patty Burger | Loaded Nachos,main | main | main,3,522.63,0,0,0,0.5
99148,Masala Dosa | Bisi Bele Bath | Idli Sambar,main | main | main,3,536.2,0,0,0,0.5
99149,Chole Bhature | Rajma Masala | Chole Bhature,main | main | main,3,804.11,0,0,0,0.5
99150,Gnocchi Pesto,main,1,133.5,0,0,0,0.6
99151,Kulfi Falooda,main,1,255.09,0,0,0,0.5
99152,Crispy Chicken Burger | Crispy Chicken Burger | Loaded Nachos | Mango Lassi | Panna Cotta,main | main | main | drink | dessert,5,599.37,1,1,0,0.65
99153,Rava Dosa,main,1,112.93,0,0,0,0.5
99154,Waffles with Ice Cream | Kulfi Falooda,main | main,2,474.38,0,0,0,0.5
99155,Dal Makhani | Veg Kadai,main | main,2,369.72,0,0,0,0.5
99156,Crispy Chicken Burger | Veg Club Sandwich | Pulled Pork Sandwich,main | main | main,3,859.58,0,0,0,0.5
99157,Szechuan Chicken | Manchurian Gravy,main | main,2,323.45,0,0,0,0.65
99158,Hakka Noodles,main,1,344.52,0,0,0,0.5
99159,Hakka Noodles | Chicken in Black Bean,main | main,2,307.99,0,0,0,0.65
99160,Pesarattu | Andhra Chicken Fry | Rava Dosa,main | main | main,3,506.32,0,0,0,0.5
99161,Paneer Biryani,main,1,201.02,0,0,0,0.75
99162,Veg Kadai | Chole Bhature,main | main,2,523.88,0,0,0,0.5
99163,Dal Makhani,main,1,392.89,0,0,0,0.6
99164,Chole Bhature | Butter Chicken | Paneer Tikka Masala,main | main | main,3,784.37,0,0,0,0.5
99165,Hakka Noodles | Szechuan Chicken,main | main,2,882.12,0,0,0,0.6
99166,Shahi Mutton | Corn Salad,main | side,2,463.29,0,0,1,0.9
99167,Kerala Prawn Curry,main,1,161.69,0,0,0,0.5
99168,Kung Pao Chicken | Virgin Mojito,main | drink,2,242.28,1,0,0,0.75
99169,Spring Roll,main,1,308.45,0,0,0,0.5
99170,Hakka Noodles | Szechuan Chicken,main | main,2,512.68,0,0,0,0.5
99171,Rajma Masala | Butter Chicken | Chole Bhature,main | main | main,3,766.43,0,0,0,0.5
99172,Shawarma Platter | Chicken Mandi | Gajar Halwa,main | main | dessert,3,571.63,0,1,0,0.65
99173,Paneer Biryani | Kolkata Biryani | Fresh Lime Soda,main | main | drink,3,556.96,1,0,0,0.65
99174,Pulled Pork Sandwich | BBQ Burger | Mango Lassi,main | main | drink,3,645.9,1,0,0,0.65
99175,Cheesecake Slice | Waffles with Ice Cream,main | main,2,364.8,0,0,0,0.5
99176,Gulab Jamun Platter | Tiramisu,main | main,2,765.91,0,0,0,0.5
99177,Kerala Prawn Curry,main,1,166.76,0,0,0,0.5
99178,BBQ Burger | Double Patty Burger,main | main,2,775.62,0,0,0,0.75
99179,Chicken Biryani | Cold Coffee,main | drink,2,476.71,1,0,0,0.65
99180,Masala Dosa | Pesarattu | Masala Dosa,main | main | main,3,732.24,0,0,0,0.5
99181,Chicken Rogan Josh,main,1,166.2,0,0,0,0.5
99182,Idli Sambar,main,1,352.35,0,0,0,0.5
99183,Rajma Masala | Rajma Masala | Veg Kadai,main | main | main,3,567.91,0,0,0,0.5
99184,Chicken in Black Bean,main,1,160.42,0,0,0,0.5
99185,Paneer Tikka Masala,main,1,319.47,0,0,0,0.75
99186,Rasmalai,main,1,373.91,0,0,0,0.75
99187,Idli Sambar,main,1,352.35,0,0,0,0.5
99188,Lasagna | Risotto | Masala Chai,main | main | drink,3,581.32,1,0,0,0.65
99189,Veg Fried Rice,main,1,228.05,0,0,0,0.9
99190,Chicken in Black Bean | Hakka Noodles | Kung Pao Chicken,main | main | main,3,782.18,0,0,0,0.5
99191,BBQ Burger,main,1,213.72,0,0,0,0.5
99192,Fish & Chips | Lemon Iced Tea,main | drink,2,297.94,1,0,0,0.65
99193,Rava Dosa | Bisi Bele Bath,main | main,2,288.65,0,0,0,0.5
99194,Butter Chicken | Butter Chicken,main | main,2,363.3,0,0,0,0.65
99195,Chole Bhature | Steamed Vegetables,main | side,2,411.42,0,0,1,0.75
99196,Hummus Platter | Chicken Tikka Arabian | Shawarma Platter,main | main | main,3,505.48,0,0,0,0.5
99197,Pesarattu | Buttermilk,main | drink,2,200.06,1,0,0,0.65
99198,Chicken Rogan Josh | Dal Makhani,main | main,2,381.5,0,0,0,0.6
99199,Chole Bhature | Shahi Mutton | Banana Milkshake,main | main | drink,3,723.97,1,0,0,0.65
99200,Kung Pao Chicken,main,1,239.73,0,0,0,0.5
99201,Veg Kadai | Rajma Masala | Paneer Tikka Masala,main | main | main,3,610.77,0,0,0,0.5
99202,Mixed Grill Plate | Banana Milkshake,main | drink,2,230.45,1,0,0,0.9
99203,Fettuccine Alfredo | Penne Arrabbiata | Spaghetti Bolognese,main | main | main,3,912.03,0,0,0,0.5
99204,Prawn Biryani | Prawn Biryani | Masala Chai,main | main | drink,3,846.1,1,0,0,0.65
99205,Grilled Salmon,main,1,202.35,0,0,0,0.65
99206,Double Patty Burger | Crispy Chicken Burger | Veg Club Sandwich,main | main | main,3,959.94,0,0,0,0.5
99207,Shahi Mutton,main,1,284.34,0,0,0,0.5
99208,Chicken Biryani,main,1,251.7,0,0,0,0.5
99209,Crispy Chicken Burger,main,1,183.08,0,0,0,0.5
99210,Spring Roll | Kung Pao Chicken,main | main,2,332.28,0,0,0,0.5
99211,Rajma Masala | Rasgulla,main | dessert,2,331.32,0,1,0,0.65
99212,Egg Biryani | Paneer Biryani | Egg Biryani,main | main | main,3,525.46,0,0,0,0.5
99213,Chocolate Lava Cake | Chocolate Lava Cake | Mango Sorbet,main | main | main,3,530.53,0,0,0,0.75
99214,Appam Stew | Idli Sambar | Virgin Mojito,main | main | drink,3,627.21,1,0,0,0.65
99215,Andhra Chicken Fry | Andhra Chicken Fry | Bisi Bele Bath,main | main | main,3,1010.31,0,0,0,0.5
99216,Mutton Biryani,main,1,213.23,0,0,0,0.65
99217,Chole Bhature,main,1,281.87,0,0,0,0.5
99218,Chicken Biryani | Cold Coffee,main | drink,2,317.7,1,0,0,0.65
99219,Paneer Biryani,main,1,169.11,0,0,0,0.5
99220,Andhra Chicken Fry,main,1,377.38,0,0,0,0.5
99221,Risotto | Fettuccine Alfredo | Pepperoni Pizza,main | main | main,3,537.89,0,0,0,0.5
99222,Prawn Biryani,main,1,318.15,0,0,0,0.5
99223,BBQ Burger | Double Patty Burger | Chicken Wrap,main | main | main,3,872.31,0,0,0,0.5
99224,Chocolate Lava Cake,main,1,436.47,0,0,0,0.5
99225,Beef Tenderloin | Corn Salad,main | side,2,246.91,0,0,1,0.75
99226,Chole Bhature,main,1,285.79,0,0,0,0.5
99227,Szechuan Chicken | Gulab Jamun,main | dessert,2,253.73,0,1,0,0.65
99228,Paneer Biryani | Watermelon Juice,main | drink,2,393.48,1,0,0,0.65
99229,Chicken Rogan Josh | Rajma Masala,main | main,2,554.53,0,0,0,0.5
99230,Loaded Nachos | Kheer,main | dessert,2,516.55,0,1,0,0.65
99231,Butter Chicken | Chicken Rogan Josh | Paneer Tikka Masala,main | main | main,3,566.6,0,0,0,0.5
99232,Pesarattu | Idli Sambar | Appam Stew,main | main | main,3,475.87,0,0,0,0.5
99233,Paneer Biryani | Prawn Biryani | Sugarcane Juice,main | main | drink,3,338.37,1,0,0,0.65
99234,Penne Arrabbiata | Spaghetti Bolognese | Garden Salad,main | main | side,3,436.8,0,0,1,1
99235,Bisi Bele Bath,main,1,159.49,0,0,0,0.5
99236,BBQ Pork Ribs,main,1,145.03,0,0,0,0.5
99237,Veg Fried Rice | Chicken in Black Bean | Sugarcane Juice,main | main | drink,3,587.45,1,0,0,0.65
99238,Hyderabadi Dum Biryani,main,1,343.75,0,0,0,0.5
99239,Penne Arrabbiata | Spaghetti Bolognese,main | main,2,529.37,0,0,0,0.9
99240,Chicken Cordon Bleu,main,1,271.28,0,0,0,0.5
99241,Pepperoni Pizza | Lemon Iced Tea | Kheer,main | drink | dessert,3,234.88,1,1,0,0.65
99242,Pepperoni Pizza | Spaghetti Bolognese,main | main,2,644.17,0,0,0,0.5
99243,BBQ Burger,main,1,148.24,0,0,0,0.5
99244,Chicken Mandi,main,1,225.01,0,0,0,0.5
99245,Penne Arrabbiata,main,1,261.55,0,0,0,0.5
99246,Paneer Biryani,main,1,318.63,0,0,0,0.5
99247,Veg Club Sandwich,main,1,142.54,0,0,0,0.5
99248,Manchurian Gravy | Chilly Paneer | Veg Fried Rice,main | main | main,3,551.77,0,0,0,0.5
99249,Pepperoni Pizza | Penne Arrabbiata | Watermelon Juice,main | main | drink,3,447.8,1,0,0,0.65
99250,Bisi Bele Bath | Andhra Chicken Fry | Masala Papad,main | main | side,3,959.09,0,0,1,0.75
99251,Paneer Biryani,main,1,279.32,0,0,0,0.5
99252,Bisi Bele Bath,main,1,207.66,0,0,0,0.5
99253,Mango Sorbet | Mango Sorbet | Waffles with Ice Cream,main | main | main,3,813.62,0,0,0,0.5
99254,Falafel Wrap | Mutton Ouzi | Falafel Wrap,main | main | main,3,787.44,0,0,0,0.5
99255,Zinger Burger,main,1,282.12,0,0,0,0.65
99256,Prawn Biryani,main,1,190.85,0,0,0,0.5
99257,Kolkata Biryani | Mutton Biryani | Panna Cotta,main | main | dessert,3,416.84,0,1,0,0.65
99258,Veg Biryani | Hyderabadi Dum Biryani | Prawn Biryani,main | main | main,3,901.23,0,0,0,0.5
99259,Prawn Biryani | Egg Biryani,main | main,2,616.38,0,0,0,0.65
99260,Rasmalai | Chocolate Lava Cake | Chocolate Lava Cake,main | main | main,3,551.65,0,0,0,0.5
99261,Rava Dosa,main,1,179.31,0,0,0,0.5
99262,Chocolate Lava Cake | Sugarcane Juice,main | drink,2,334.63,1,0,0,0.65
99263,Shahi Mutton | Masala Chai | Stir Fried Veggies,main | drink | side,3,730.71,1,0,1,0.9
99264,Loaded Nachos | Crispy Chicken Burger,main | main,2,675.33,0,0,0,0.9
99265,Idli Sambar | Bisi Bele Bath,main | main,2,627.69,0,0,0,0.5
99266,Zinger Burger | BBQ Burger | Loaded Nachos,main | main | main,3,623.25,0,0,0,0.5
99267,Kerala Prawn Curry | Pesarattu,main | main,2,594.01,0,0,0,0.5
99268,Spring Roll,main,1,206.33,0,0,0,0.5
99269,Rava Dosa | Masala Chai | Kheer,main | drink | dessert,3,294.54,1,1,0,0.65
99270,Lamb Kabab,main,1,190.76,0,0,0,0.85
99271,Spaghetti Bolognese | Pepperoni Pizza,main | main,2,344.86,0,0,0,0.65
99272,Rava Dosa | Andhra Chicken Fry,main | main,2,855.71,0,0,0,0.5
99273,Kolkata Biryani | Paneer Biryani,main | main,2,386.46,0,0,0,0.75
99274,Pesarattu | Rava Dosa | Idli Sambar | Buttermilk,main | main | main | drink,4,578.21,1,0,0,0.65
99275,Kerala Prawn Curry,main,1,163.52,0,0,0,0.5
99276,Butter Chicken | Butter Chicken | Butter Chicken,main | main | main,3,719.99,0,0,0,0.75
99277,Chicken Biryani | Paneer Biryani,main | main,2,681.79,0,0,0,0.5
99278,Cheesecake Slice | Waffles with Ice Cream | Waffles with Ice Cream,main | main | main,3,869.07,0,0,0,0.5
99279,Mango Sorbet,main,1,142.99,0,0,0,0.5
99280,Rajma Masala | Paneer Tikka Masala,main | main,2,585.03,0,0,0,0.5
99281,Veg Biryani,main,1,276.33,0,0,0,0.5
99282,Shahi Mutton,main,1,371.68,0,0,0,0.5
99283,Mutton Ouzi,main,1,392.03,0,0,0,0.5
99284,Veg Biryani | Hyderabadi Dum Biryani | Coleslaw,main | main | side,3,682.14,0,0,1,1
99285,Rava Dosa | Idli Sambar,main | main,2,347.54,0,0,0,0.5
99286,Beef Tenderloin,main,1,237.97,0,0,0,0.5
99287,Shahi Mutton | Chicken Rogan Josh,main | main,2,376.66,0,0,0,0.5
99288,Veg Kadai | Watermelon Juice,main | drink,2,249.58,1,0,0,0.65
99289,Veg Kadai | Butter Chicken | Rajma Masala,main | main | main,3,1018.9,0,0,0,0.5
99290,Zinger Burger | Loaded Nachos | Virgin Mojito,main | main | drink,3,831.36,1,0,0,0.65
99291,Lamb Chops | Mushroom Risotto | Gajar Halwa,main | main | dessert,3,602.64,0,1,0,0.65
99292,Mushroom Risotto | Beef Tenderloin,main | main,2,343.21,0,0,0,0.5
99293,Spaghetti Bolognese,main,1,184.31,0,0,0,0.5
99294,Butter Chicken,main,1,342.91,0,0,0,0.5
99295,Mutton Ouzi | Steamed Vegetables,main | side,2,250.7,0,0,1,0.75
99296,Gnocchi Pesto | Lasagna | Coleslaw,main | main | side,3,700.75,0,0,1,0.75
99297,BBQ Burger | Veg Club Sandwich,main | main,2,587.66,0,0,0,0.5
99298,Margherita Pizza,main,1,184.08,0,0,0,0.5
99299,Crispy Chicken Burger,main,1,374.89,0,0,0,0.75
99300,Double Patty Burger | Zinger Burger | BBQ Burger,main | main | main,3,903.62,0,0,0,0.5
99301,Kerala Prawn Curry | Masala Dosa | Brownie with Ice Cream,main | main | dessert,3,472.37,0,1,0,0.65
99302,Pulled Pork Sandwich,main,1,444.39,0,0,0,0.5
99303,Chole Bhature | Veg Kadai | Dal Makhani | Rasgulla,main | main | main | dessert,4,1222.17,0,1,0,0.65
99304,Penne Arrabbiata | Fettuccine Alfredo | Brownie with Ice Cream,main | main | dessert,3,1039.97,0,1,0,0.65
99305,Egg Biryani,main,1,319.17,0,0,0,0.5
99306,Chicken Cordon Bleu,main,1,276.61,0,0,0,0.9
99307,Kolkata Biryani,main,1,420.57,0,0,0,0.5
99308,Penne Arrabbiata | Margherita Pizza | Coleslaw | Chocolate Mousse,main | main | side | dessert,4,534.46,0,1,1,0.9
99309,Rava Dosa | Idli Sambar,main | main,2,334.23,0,0,0,0.5
99310,Hyderabadi Dum Biryani | Paneer Biryani,main | main,2,784.22,0,0,0,0.5
99311,Veg Fried Rice | Spring Roll,main | main,2,554.3,0,0,0,0.5
99312,Mutton Ouzi | Chicken Mandi,main | main,2,600.63,0,0,0,0.5
99313,Paneer Tikka Masala,main,1,180.42,0,0,0,0.9
99314,BBQ Burger | Crispy Chicken Burger | Chicken Wrap,main | main | main,3,1197.2,0,0,0,0.5
99315,Waffles with Ice Cream,main,1,278.3,0,0,0,0.5
99316,Egg Biryani,main,1,252.62,0,0,0,0.65
99317,Rava Dosa,main,1,304.41,0,0,0,0.65
99318,Loaded Nachos | Zinger Burger,main | main,2,377.86,0,0,0,0.5
99319,Shahi Mutton,main,1,271.32,0,0,0,0.85
99320,Veg Fried Rice | Chilly Paneer,main | main,2,523.13,0,0,0,0.5
99321,Shahi Mutton | Shahi Mutton | Butter Chicken,main | main | main,3,516.26,0,0,0,0.5
99322,Chilly Paneer | Spring Roll | Fresh Lime Soda,main | main | drink,3,339.15,1,0,0,0.65
99323,Waffles with Ice Cream,main,1,180.38,0,0,0,0.65
99324,Veg Club Sandwich | Chicken Wrap,main | main,2,552.86,0,0,0,0.5
99325,Hakka Noodles | Hakka Noodles,main | main,2,505.56,0,0,0,0.5
99326,Hakka Noodles,main,1,163.87,0,0,0,0.5
99327,Chicken Rogan Josh,main,1,183.34,0,0,0,0.5
99328,Veg Biryani | Hyderabadi Dum Biryani,main | main,2,372.57,0,0,0,0.5
99329,Chicken Mandi,main,1,307.74,0,0,0,0.5
99330,Gnocchi Pesto | Spaghetti Bolognese,main | main,2,465.74,0,0,0,0.5
99331,Shahi Mutton | Shahi Mutton | Raita | Mango Kulfi,main | main | side | dessert,4,794.96,0,1,1,0.9
99332,Rava Dosa,main,1,219.44,0,0,0,0.5
99333,Butter Chicken,main,1,357.15,0,0,0,0.5
99334,Gulab Jamun Platter | Kulfi Falooda | Chocolate Lava Cake,main | main | main,3,807.1,0,0,0,0.5
99335,Margherita Pizza | Spaghetti Bolognese,main | main,2,333.78,0,0,0,0.5
99336,Andhra Chicken Fry | Masala Dosa | Masala Dosa,main | main | main,3,581.29,0,0,0,0.5
99337,Chole Bhature | Butter Chicken,main | main,2,338.79,0,0,0,0.5
99338,Penne Arrabbiata,main,1,185.51,0,0,0,0.5
99339,BBQ Pork Ribs,main,1,243.19,0,0,0,0.5
99340,Rava Dosa,main,1,219.44,0,0,0,0.5
99341,Rava Dosa,main,1,307.5,0,0,0,0.5
99342,Egg Biryani,main,1,431.56,0,0,0,0.5
99343,Butter Chicken,main,1,286.65,0,0,0,0.6
99344,Mutton Biryani,main,1,207.93,0,0,0,0.5
99345,Rava Dosa | Bisi Bele Bath,main | main,2,302.78,0,0,0,0.5
99346,Grilled Chicken Steak,main,1,379.08,0,0,0,0.5
99347,Chilly Paneer | Steamed Vegetables,main | side,2,296.26,0,0,1,0.75
99348,Pepperoni Pizza | Steamed Vegetables,main | side,2,451.09,0,0,1,0.75
99349,Chole Bhature,main,1,177.39,0,0,0,0.5
99350,Dal Makhani | Raita,main | side,2,253.21,0,0,1,0.75
99351,Veg Kadai,main,1,216.21,0,0,0,0.5
99352,Kolkata Biryani,main,1,274.9,0,0,0,0.6
99353,Chole Bhature,main,1,192.62,0,0,0,0.5
99354,Spaghetti Bolognese | Pepperoni Pizza | Brownie with Ice Cream,main | main | dessert,3,400.61,0,1,0,0.65
99355,Butter Chicken | Stir Fried Veggies,main | side,2,286.39,0,0,1,0.9
99356,BBQ Burger,main,1,195.6,0,0,0,0.5
99357,Dal Makhani | Butter Chicken | Chicken Rogan Josh,main | main | main,3,547.78,0,0,0,0.5
99358,Rava Dosa,main,1,179.31,0,0,0,0.5
99359,Veg Kadai,main,1,178.74,0,0,0,0.5
99360,Dal Makhani,main,1,257.9,0,0,0,0.5
99361,Kolkata Biryani,main,1,233.3,0,0,0,0.5
99362,Spaghetti Bolognese,main,1,214.27,0,0,0,0.5
99363,Kolkata Biryani | Mutton Biryani | Paneer Biryani | Fresh Lime Soda,main | main | main | drink,4,910.81,1,0,0,0.65
99364,Veg Biryani | Chicken Biryani | Kolkata Biryani,main | main | main,3,1200.56,0,0,0,0.5
99365,Szechuan Chicken | Chicken in Black Bean,main | main,2,561.72,0,0,0,0.75
99366,BBQ Pork Ribs | Onion Rings | Gulab Jamun,main | side | dessert,3,564.75,0,1,1,0.9
99367,Dal Makhani,main,1,207.38,0,0,0,0.5
99368,Fettuccine Alfredo,main,1,337.28,0,0,0,0.85
99369,Chicken Rogan Josh | Dal Makhani | Veg Kadai,main | main | main,3,1300.39,0,0,0,0.65
99370,Loaded Nachos | Fresh Lime Soda,main | drink,2,552.34,1,0,0,0.65
99371,Chicken Tikka Arabian,main,1,167.9,0,0,0,0.5
99372,Gulab Jamun Platter,main,1,161.17,0,0,0,0.5
99373,Kung Pao Chicken,main,1,179.68,0,0,0,0.5
99374,Hakka Noodles,main,1,271.11,0,0,0,0.5
99375,Andhra Chicken Fry,main,1,344.41,0,0,0,0.5
99376,Lasagna | Risotto,main | main,2,387.54,0,0,0,0.5
99377,Shahi Mutton | Butter Chicken | Veg Kadai,main | main | main,3,516.57,0,0,0,0.5
99378,Appam Stew | Kerala Prawn Curry,main | main,2,391.92,0,0,0,0.75
99379,Chocolate Lava Cake | Cheesecake Slice | Cheesecake Slice,main | main | main,3,483.97,0,0,0,0.5
99380,Szechuan Chicken | Hakka Noodles | Szechuan Chicken,main | main | main,3,843.04,0,0,0,0.5
99381,Penne Arrabbiata | Fettuccine Alfredo,main | main,2,383.72,0,0,0,0.5
99382,Bisi Bele Bath,main,1,186.12,0,0,0,0.5
99383,Fettuccine Alfredo | Gnocchi Pesto,main | main,2,608.86,0,0,0,0.5
99384,Spring Roll | Kung Pao Chicken,main | main,2,543.77,0,0,0,0.65
99385,Chocolate Lava Cake | Gulab Jamun Platter | Cheesecake Slice,main | main | main,3,680.28,0,0,0,0.5
99386,Lasagna | Lasagna,main | main,2,535.96,0,0,0,0.5
99387,Rava Dosa | Idli Sambar,main | main,2,825.57,0,0,0,0.5
99388,Shahi Mutton | Shahi Mutton,main | main,2,582.83,0,0,0,0.5
99389,Masala Dosa | Idli Sambar | Masala Chai,main | main | drink,3,529.59,1,0,0,0.65
99390,Bisi Bele Bath,main,1,171.13,0,0,0,0.5
99391,Tiramisu | Rasmalai,main | main,2,308.21,0,0,0,0.5
99392,Chocolate Lava Cake | Cheesecake Slice,main | main,2,527.28,0,0,0,0.5
99393,Penne Arrabbiata | Fettuccine Alfredo | Penne Arrabbiata,main | main | main,3,940.93,0,0,0,0.5
99394,Kung Pao Chicken | Szechuan Chicken,main | main,2,720.23,0,0,0,0.5
99395,Hakka Noodles | Spring Roll,main | main,2,373.75,0,0,0,0.5
99396,Bisi Bele Bath | Virgin Mojito,main | drink,2,346.44,1,0,0,0.65
99397,Tiramisu | Chocolate Lava Cake,main | main,2,516.12,0,0,0,0.5
99398,Paneer Biryani | Egg Biryani,main | main,2,350.35,0,0,0,0.6
99399,Mango Sorbet | Fresh Lime Soda | Garden Salad,main | drink | side,3,326.21,1,0,1,0.9
99400,Mutton Biryani,main,1,403.03,0,0,0,0.75
99401,Chilly Paneer | Buttermilk,main | drink,2,260.06,1,0,0,0.65
99402,Chicken Rogan Josh,main,1,170.72,0,0,0,0.5
99403,Idli Sambar | Pesarattu | Mango Kulfi,main | main | dessert,3,406.59,0,1,0,0.65
99404,Kulfi Falooda | Mango Sorbet,main | main,2,373.65,0,0,0,0.5
99405,Chicken Tikka Arabian | Buttermilk,main | drink,2,383.63,1,0,0,0.65
99406,Lasagna | Pepperoni Pizza | Gnocchi Pesto,main | main | main,3,713.51,0,0,0,0.5
99407,Gnocchi Pesto,main,1,267.66,0,0,0,0.5
99408,Butter Chicken,main,1,342.91,0,0,0,0.5
