session_id,user_id,restaurant_id,session_timestamp,hour,day_of_week,meal_time,is_weekend,weather_condition,traffic_density,is_festival_day,estimated_delivery_time,delivery_zone,session_engagement_score,num_past_orders_at_restaurant
75608,209,116,20/09/2025 12:40,9,0,breakfast,0,Windy,Jam,0,69,central,0.61,0
75609,2435,56,20/09/2025 12:45,11,6,lunch,1,Sunny,Medium,0,34,south,0.265,0
75610,474,545,20/09/2025 12:50,23,6,dinner,1,Sunny,Medium,0,67,central,0.575,3
75611,1580,386,20/09/2025 12:55,9,5,breakfast,1,Cloudy,High,1,64,east,0.4133,0
75612,729,41,20/09/2025 13:00,14,2,lunch,0,Cloudy,High,0,48,south,0.455,0
75613,1393,71,20/09/2025 13:05,16,6,snack,1,Sunny,High,0,52,west,0.4967,0
75614,2445,326,20/09/2025 13:10,8,1,breakfast,0,Windy,High,0,57,west,0.3733,0
75615,2315,210,20/09/2025 13:15,10,0,breakfast,0,Sunny,High,0,55,north,0.5017,0
75616,2887,178,20/09/2025 13:20,10,6,breakfast,1,Sunny,Medium,0,60,central,0.3567,0
75617,2672,38,20/09/2025 13:25,11,3,lunch,0,Rainy,Medium,1,54,east,0.5217,0
75618,3777,29,20/09/2025 13:30,17,4,snack,0,Sandstorms,Medium,0,40,north,0.3733,0
75619,563,121,20/09/2025 13:35,11,4,lunch,0,Cloudy,Jam,0,114,south,0.545,0
75620,1999,34,20/09/2025 13:40,10,3,breakfast,0,Sunny,Jam,0,108,south,0.5533,0
75621,2297,616,20/09/2025 13:45,14,3,lunch,0,Fog,Jam,0,116,south,0.54,0
75622,2231,341,20/09/2025 13:50,23,1,dinner,0,Sunny,Medium,0,48,west,0.595,0
75623,673,665,20/09/2025 13:55,17,5,snack,1,Fog,High,0,61,north,0.6567,0
75624,1599,339,20/09/2025 14:00,16,6,snack,1,Sunny,Jam,0,61,north,0.4317,0
75625,3574,239,20/09/2025 14:05,19,3,dinner,0,Windy,Medium,0,66,east,0.4867,1
75626,2238,355,20/09/2025 14:10,23,5,dinner,1,Fog,High,0,66,north,0.4867,0
75627,2532,697,20/09/2025 14:15,14,6,lunch,1,Sunny,High,0,84,west,0.5083,1
75628,2499,263,20/09/2025 14:20,6,0,breakfast,0,Sunny,Jam,0,62,south,0.5283,0
75629,584,208,20/09/2025 14:25,21,0,dinner,0,Cloudy,Low,0,28,west,0.3217,0
75630,1049,329,20/09/2025 14:30,18,3,snack,0,Fog,High,0,77,east,0.5517,1
75631,1168,389,20/09/2025 14:35,18,5,snack,1,Rainy,Jam,0,104,west,0.3683,0
75632,1169,466,20/09/2025 14:40,20,5,dinner,1,Cloudy,Jam,0,51,south,0.505,1
75633,44,225,20/09/2025 14:45,11,2,lunch,0,Sunny,Medium,1,51,east,0.4,0
75634,2236,94,20/09/2025 14:50,14,4,lunch,0,Sunny,Medium,0,63,north,0.4167,0
75635,981,136,20/09/2025 14:55,13,6,lunch,1,Cloudy,Medium,0,44,east,0.2567,0
75636,3378,359,20/09/2025 15:00,20,2,dinner,0,Sunny,Jam,0,88,north,0.4933,0
75637,2613,577,20/09/2025 15:05,17,3,snack,0,Stormy,Medium,0,29,central,0.2767,0
75638,1563,683,20/09/2025 15:10,9,3,breakfast,0,Rainy,Medium,1,30,east,0.1983,0
75639,3513,125,20/09/2025 15:15,12,2,lunch,0,Cloudy,Medium,0,48,east,0.3767,1
75640,776,489,20/09/2025 15:20,20,1,dinner,0,Cloudy,Medium,0,72,west,0.44,0
75641,2279,499,20/09/2025 15:25,13,2,lunch,0,Fog,Jam,0,70,south,0.59,0
75642,3818,402,20/09/2025 15:30,20,6,dinner,1,Sunny,High,0,94,south,0.3933,1
75643,500,595,20/09/2025 15:35,14,0,lunch,0,Cloudy,Medium,0,32,east,0.3617,0
75644,2059,686,20/09/2025 15:40,17,5,snack,1,Fog,Low,0,53,south,0.385,0
75645,3360,188,20/09/2025 15:45,11,2,lunch,0,Cloudy,Medium,0,38,central,0.5133,0
75646,1962,139,20/09/2025 15:50,13,5,lunch,1,Windy,Jam,0,88,south,0.4983,1
75647,2230,364,20/09/2025 15:55,9,1,breakfast,0,Rainy,High,0,67,north,0.5017,0
75648,3408,655,20/09/2025 16:00,15,3,lunch,0,Sunny,High,0,38,south,0.6883,0
75649,3207,35,20/09/2025 16:05,15,5,lunch,1,Sunny,High,0,68,south,0.5733,0
75650,635,577,20/09/2025 16:10,16,4,snack,0,Sunny,Jam,0,44,south,0.6667,1
75651,1150,144,20/09/2025 16:15,22,4,dinner,0,Fog,Medium,0,52,central,0.6033,0
75652,978,376,20/09/2025 16:20,20,0,dinner,0,Sunny,High,0,60,east,0.5217,2
75653,1613,7,20/09/2025 16:25,6,0,breakfast,0,Sunny,Jam,0,73,central,0.425,0
75654,2010,20,20/09/2025 16:30,9,0,breakfast,0,Cloudy,Low,0,51,north,0.4267,0
75655,114,112,20/09/2025 16:35,23,6,dinner,1,Cloudy,Medium,0,35,north,0.3383,0
75656,3582,189,20/09/2025 16:40,11,4,lunch,0,Cloudy,Low,0,40,central,0.44,0
75657,220,170,20/09/2025 16:45,12,5,lunch,1,Windy,Jam,0,55,east,0.4867,0
75658,1770,435,20/09/2025 16:50,14,4,lunch,0,Sunny,Medium,0,47,south,0.5733,0
75659,1742,175,20/09/2025 16:55,19,3,dinner,0,Fog,Low,0,28,north,0.4983,1
75660,835,404,20/09/2025 17:00,17,5,snack,1,Sunny,Medium,0,50,central,0.3733,0
75661,3676,536,20/09/2025 17:05,15,6,lunch,1,Sandstorms,High,0,37,central,0.5683,0
75662,998,98,20/09/2025 17:10,18,1,snack,0,Sunny,Jam,0,61,south,0.35,1
75663,1386,475,20/09/2025 17:15,20,4,dinner,0,Cloudy,High,0,56,south,0.5683,1
75664,3850,416,20/09/2025 17:20,14,5,lunch,1,Sunny,Low,0,46,west,0.5983,0
75665,1398,228,20/09/2025 17:25,13,2,lunch,0,Stormy,Jam,0,96,north,0.5317,0
75666,3952,287,20/09/2025 17:30,11,6,lunch,1,Rainy,Low,0,64,west,0.4,0
75667,1709,46,20/09/2025 17:35,11,1,lunch,0,Rainy,Jam,0,106,west,0.4833,0
75668,323,489,20/09/2025 17:40,22,2,dinner,0,Rainy,Low,1,62,central,0.6117,0
75669,1338,391,20/09/2025 17:45,17,3,snack,0,Rainy,High,1,52,central,0.295,1
75670,1275,681,20/09/2025 17:50,15,3,lunch,0,Fog,Medium,0,59,west,0.5567,0
75671,2378,38,20/09/2025 17:55,14,1,lunch,0,Fog,Low,0,46,east,0.61,0
75672,322,145,20/09/2025 18:00,15,4,lunch,0,Stormy,Jam,0,108,west,0.5517,0
75673,3707,273,20/09/2025 18:05,11,6,lunch,1,Sunny,Medium,0,36,west,0.3383,0
75674,3943,104,20/09/2025 18:10,22,1,dinner,0,Windy,Medium,0,44,west,0.4783,0
75675,2318,182,20/09/2025 18:15,6,5,breakfast,1,Cloudy,Low,0,64,north,0.4983,0
75676,2414,295,20/09/2025 18:20,15,3,lunch,0,Sunny,Low,0,31,north,0.42,1
75677,3619,460,20/09/2025 18:25,19,1,dinner,0,Rainy,High,0,39,central,0.2883,0
75678,2490,523,20/09/2025 18:30,20,6,dinner,1,Cloudy,Low,0,47,south,0.1167,0
75679,2359,459,20/09/2025 18:35,14,3,lunch,0,Cloudy,High,0,49,central,0.6767,0
75680,2308,649,20/09/2025 18:40,8,5,breakfast,1,Sunny,Medium,0,41,central,0.4667,2
75681,3035,168,20/09/2025 18:45,13,4,lunch,0,Cloudy,Jam,0,53,east,0.6133,0
75682,2488,456,20/09/2025 18:50,18,2,snack,0,Fog,Medium,0,50,east,0.58,1
75683,1365,305,20/09/2025 18:55,17,0,snack,0,Fog,Medium,0,54,central,0.475,1
75684,3694,609,20/09/2025 19:00,10,2,breakfast,0,Cloudy,High,0,84,west,0.1467,1
75685,265,642,20/09/2025 19:05,21,2,dinner,0,Sunny,High,0,63,north,0.6017,0
75686,1718,205,20/09/2025 19:10,23,5,dinner,1,Rainy,Medium,0,75,central,0.6267,0
75687,3141,228,20/09/2025 19:15,7,1,breakfast,0,Cloudy,Low,0,53,west,0.4283,1
75688,3387,405,20/09/2025 19:20,17,1,snack,0,Cloudy,Medium,0,66,central,0.3667,0
75689,287,440,20/09/2025 19:25,16,3,snack,0,Sunny,Medium,0,47,central,0.45,0
75690,1020,281,20/09/2025 19:30,8,2,breakfast,0,Sunny,Medium,0,37,west,0.2533,0
75691,780,334,20/09/2025 19:35,9,3,breakfast,0,Cloudy,High,0,43,north,0.4983,0
75692,1719,214,20/09/2025 19:40,7,6,breakfast,1,Sunny,High,0,46,central,0.175,0
75693,2960,172,20/09/2025 19:45,19,2,dinner,0,Sunny,Medium,0,50,west,0.2767,5
75694,3547,646,20/09/2025 19:50,23,2,dinner,0,Cloudy,Medium,0,25,east,0.3417,1
75695,309,29,20/09/2025 19:55,22,0,dinner,0,Sunny,Low,0,34,central,0.5267,0
75696,2871,691,20/09/2025 20:00,14,1,lunch,0,Sunny,Medium,0,36,central,0.5517,1
75697,253,473,20/09/2025 20:05,10,3,breakfast,0,Cloudy,High,0,57,central,0.44,0
75698,2568,113,20/09/2025 20:10,13,1,lunch,0,Cloudy,Jam,0,116,south,0.3033,0
75699,1130,157,20/09/2025 20:15,16,2,snack,0,Cloudy,Jam,0,64,west,0.2567,0
75700,2119,606,20/09/2025 20:20,22,0,dinner,0,Sandstorms,Jam,0,110,north,0.5217,0
75701,142,370,20/09/2025 20:25,8,5,breakfast,1,Rainy,High,0,58,east,0.07,1
75702,1468,431,20/09/2025 20:30,12,1,lunch,0,Cloudy,Jam,0,58,west,0.4667,0
75703,1288,187,20/09/2025 20:35,18,6,snack,1,Rainy,Medium,0,29,south,0.455,1
75704,1907,4,20/09/2025 20:40,10,0,breakfast,0,Sunny,Jam,0,58,central,0.6567,0
75705,2759,262,20/09/2025 20:45,11,5,lunch,1,Rainy,High,0,65,east,0.7383,1
75706,3846,230,20/09/2025 20:50,14,6,lunch,1,Cloudy,High,1,41,west,0.5533,0
75707,2530,433,20/09/2025 20:55,13,5,lunch,1,Cloudy,High,0,60,central,0.4483,0
75708,3666,461,20/09/2025 21:00,12,6,lunch,1,Rainy,High,1,94,north,0.5333,0
75709,660,642,20/09/2025 21:05,8,2,breakfast,0,Sunny,Medium,0,50,west,0.3967,0
75710,3626,464,20/09/2025 21:10,20,3,dinner,0,Cloudy,Jam,0,63,north,0.1517,0
75711,2554,652,20/09/2025 21:15,21,6,dinner,1,Sunny,Medium,0,37,north,0.5217,1
75712,2344,419,20/09/2025 21:20,11,5,lunch,1,Rainy,Medium,0,75,east,0.4633,0
75713,632,148,20/09/2025 21:25,9,2,breakfast,0,Rainy,High,0,34,east,0.5533,0
75714,381,132,20/09/2025 21:30,12,4,lunch,0,Sunny,Medium,0,41,north,0.1833,0
75715,3912,671,20/09/2025 21:35,18,6,snack,1,Fog,Medium,0,48,east,0.2967,0
75716,1416,161,20/09/2025 21:40,19,0,dinner,0,Fog,High,1,80,south,0.5767,0
75717,449,109,20/09/2025 21:45,19,4,dinner,0,Cloudy,Medium,0,56,south,0.4283,0
75718,947,683,20/09/2025 21:50,15,3,lunch,0,Rainy,High,0,38,south,0.27,0
75719,3356,549,20/09/2025 21:55,14,1,lunch,0,Sandstorms,Medium,0,35,north,0.42,0
75720,3740,364,20/09/2025 22:00,18,2,snack,0,Windy,Low,0,46,east,0.475,1
75721,1718,617,20/09/2025 22:05,15,1,lunch,0,Fog,Low,0,42,central,0.66,0
75722,2491,660,20/09/2025 22:10,11,2,lunch,0,Fog,Medium,0,75,east,0.485,0
75723,3372,268,20/09/2025 22:15,19,0,dinner,0,Rainy,High,0,58,central,0.1167,0
75724,3784,412,20/09/2025 22:20,20,5,dinner,1,Sunny,Medium,0,69,west,0.565,1
75725,967,8,20/09/2025 22:25,16,2,snack,0,Cloudy,High,0,79,east,0.42,0
75726,3122,442,20/09/2025 22:30,9,6,breakfast,1,Stormy,Medium,0,61,central,0.42,0
75727,1330,336,20/09/2025 22:35,14,6,lunch,1,Cloudy,Low,0,44,south,0.2533,1
75728,2621,454,20/09/2025 22:40,7,6,breakfast,1,Rainy,High,0,41,west,0.23,0
75729,1269,185,20/09/2025 22:45,12,5,lunch,1,Sunny,Jam,0,102,south,0.5633,0
75730,3106,306,20/09/2025 22:50,16,4,snack,0,Fog,Medium,0,39,east,0.5783,0
75731,3775,463,20/09/2025 22:55,7,3,breakfast,0,Cloudy,Medium,0,34,west,0.655,1
75732,2160,300,20/09/2025 23:00,18,3,snack,0,Cloudy,Medium,0,71,north,0.56,0
75733,2925,288,20/09/2025 23:05,13,2,lunch,0,Cloudy,Low,0,41,north,0.53,0
75734,788,531,20/09/2025 23:10,13,1,lunch,0,Sunny,High,0,75,north,0.14,0
75735,1841,132,20/09/2025 23:15,22,4,dinner,0,Sunny,Low,0,35,central,0.6333,0
75736,1156,67,20/09/2025 23:20,11,6,lunch,1,Sunny,Medium,0,40,west,0.3733,0
75737,1214,695,20/09/2025 23:25,15,5,lunch,1,Cloudy,Medium,0,54,north,0.4833,0
75738,3613,529,20/09/2025 23:30,16,4,snack,0,Cloudy,Jam,0,84,south,0.25,0
75739,383,574,20/09/2025 23:35,19,1,dinner,0,Cloudy,High,0,49,south,0.78,0
75740,1902,156,20/09/2025 23:40,8,2,breakfast,0,Cloudy,Low,0,44,west,0.4867,0
75741,2470,607,20/09/2025 23:45,13,4,lunch,0,Stormy,Low,0,31,west,0.485,0
75742,2287,671,20/09/2025 23:50,9,3,breakfast,0,Fog,Jam,0,74,south,0.3233,0
75743,3097,376,20/09/2025 23:55,11,5,lunch,1,Sunny,High,0,60,north,0.5017,1
75744,885,628,21/09/2025 00:00,10,0,breakfast,0,Cloudy,Low,0,49,north,0.4933,0
75745,3434,616,21/09/2025 00:05,10,2,breakfast,0,Sunny,High,1,94,south,0.42,0
75746,941,261,21/09/2025 00:10,12,5,lunch,1,Sunny,Jam,0,83,central,0.315,1
75747,3554,399,21/09/2025 00:15,10,3,breakfast,0,Rainy,Low,0,29,north,0.6483,0
75748,1372,317,21/09/2025 00:20,15,1,lunch,0,Cloudy,High,0,58,north,0.5883,0
75749,3104,50,21/09/2025 00:25,9,2,breakfast,0,Sunny,Medium,0,38,north,0.4433,1
75750,3447,403,21/09/2025 00:30,18,0,snack,0,Fog,Jam,0,58,west,0.2417,0
75751,2915,99,21/09/2025 00:35,11,3,lunch,0,Sunny,Medium,0,38,central,0.5317,1
75752,1182,130,21/09/2025 00:40,10,6,breakfast,1,Cloudy,High,0,42,central,0.6183,0
75753,3740,347,21/09/2025 00:45,9,5,breakfast,1,Cloudy,Low,0,64,east,0.4083,0
75754,3368,122,21/09/2025 00:50,7,5,breakfast,1,Cloudy,Jam,0,51,north,0.4317,2
75755,2813,67,21/09/2025 00:55,13,3,lunch,0,Sunny,High,0,50,east,0.6567,0
75756,1888,199,21/09/2025 01:00,13,5,lunch,1,Rainy,Low,0,64,south,0.25,0
75757,1741,303,21/09/2025 01:05,18,0,snack,0,Sunny,High,0,71,east,0.54,0
75758,2204,108,21/09/2025 01:10,11,2,lunch,0,Sunny,Low,0,27,west,0.4517,0
75759,2517,613,21/09/2025 01:15,12,1,lunch,0,Sunny,Medium,0,49,west,0.42,0
75760,3620,386,21/09/2025 01:20,18,5,snack,1,Sunny,Medium,0,51,west,0.4667,0
75761,2689,473,21/09/2025 01:25,12,1,lunch,0,Rainy,High,0,57,south,0.3967,0
75762,3583,109,21/09/2025 01:30,22,2,dinner,0,Rainy,Medium,0,56,central,0.545,0
75763,3962,308,21/09/2025 01:35,22,1,dinner,0,Rainy,Jam,0,58,east,0.53,1
75764,3902,17,21/09/2025 01:40,12,2,lunch,0,Cloudy,Jam,0,40,west,0.4783,0
75765,36,321,21/09/2025 01:45,15,1,lunch,0,Cloudy,Medium,0,51,north,0.3967,0
75766,977,288,21/09/2025 01:50,12,1,lunch,0,Sunny,Medium,0,49,east,0.5083,0
75767,2369,263,21/09/2025 01:55,22,5,dinner,1,Sunny,High,0,50,north,0.5083,0
75768,2049,403,21/09/2025 02:00,14,4,lunch,0,Rainy,High,0,47,north,0.5767,1
75769,3632,390,21/09/2025 02:05,8,1,breakfast,0,Fog,High,0,74,south,0.63,0
75770,2859,281,21/09/2025 02:10,18,4,snack,0,Cloudy,Low,0,31,north,0.5683,0
75771,2846,336,21/09/2025 02:15,12,0,lunch,0,Stormy,Medium,0,52,south,0.3733,0
75772,246,172,21/09/2025 02:20,15,2,lunch,0,Fog,Medium,0,50,west,0.475,4
75773,82,503,21/09/2025 02:25,16,0,snack,0,Fog,Medium,0,75,west,0.335,0
75774,439,195,21/09/2025 02:30,14,6,lunch,1,Sunny,High,0,43,west,0.46,0
75775,2384,604,21/09/2025 02:35,12,6,lunch,1,Cloudy,High,0,94,north,0.745,0
75776,3931,235,21/09/2025 02:40,11,5,lunch,1,Cloudy,Low,0,47,west,0.3933,0
75777,1328,178,21/09/2025 02:45,12,3,lunch,0,Fog,Jam,0,93,central,0.3683,1
75778,413,86,21/09/2025 02:50,16,0,snack,0,Cloudy,High,0,64,central,0.31,0
75779,2399,345,21/09/2025 02:55,13,2,lunch,0,Sunny,Low,0,46,west,0.505,0
75780,2361,290,21/09/2025 03:00,14,6,lunch,1,Sunny,Jam,0,58,north,0.5783,0
75781,420,578,21/09/2025 03:05,7,2,breakfast,0,Sunny,Low,0,35,west,0.385,0
75782,1657,220,21/09/2025 03:10,8,4,breakfast,0,Sunny,Low,0,34,north,0.0933,0
75783,2093,112,21/09/2025 03:15,12,0,lunch,0,Sunny,Medium,0,35,south,0.4783,1
75784,129,624,21/09/2025 03:20,14,5,lunch,1,Cloudy,Low,0,33,central,0.4083,0
75785,1176,591,21/09/2025 03:25,7,1,breakfast,0,Cloudy,Jam,0,77,central,0.5667,0
75786,223,221,21/09/2025 03:30,10,3,breakfast,0,Fog,Jam,0,63,central,0.1833,1
75787,1026,457,21/09/2025 03:35,9,5,breakfast,1,Cloudy,Medium,0,32,central,0.24,0
75788,3959,423,21/09/2025 03:40,13,4,lunch,0,Sunny,Medium,0,35,central,0.5783,0
75789,1904,16,21/09/2025 03:45,8,3,breakfast,0,Cloudy,Medium,0,53,east,0.5417,0
75790,3763,468,21/09/2025 03:50,9,3,breakfast,0,Fog,Medium,0,69,east,0.62,0
75791,496,679,21/09/2025 03:55,10,3,breakfast,0,Cloudy,Medium,0,48,east,0.5417,1
75792,2255,656,21/09/2025 04:00,16,0,snack,0,Cloudy,Jam,1,54,east,0.4467,1
75793,1878,391,21/09/2025 04:05,20,3,dinner,0,Sunny,Low,0,35,north,0.65,0
75794,2121,48,21/09/2025 04:10,8,1,breakfast,0,Fog,Low,0,40,east,0.425,0
75795,3010,190,21/09/2025 04:15,23,2,dinner,0,Fog,Medium,0,70,south,0.5567,0
75796,3766,320,21/09/2025 04:20,15,3,lunch,0,Cloudy,Medium,0,47,east,0.4433,0
75797,407,130,21/09/2025 04:25,10,2,breakfast,0,Sunny,High,1,42,central,0.1833,0
75798,3363,559,21/09/2025 04:30,21,1,dinner,0,Sunny,Jam,0,57,south,0.3617,0
75799,3159,162,21/09/2025 04:35,19,2,dinner,0,Windy,Medium,0,58,east,0.59,0
75800,3866,457,21/09/2025 04:40,10,6,breakfast,1,Sandstorms,Low,0,27,south,0.4633,0
75801,803,92,21/09/2025 04:45,18,1,snack,0,Cloudy,Low,1,37,north,0.42,0
75802,1108,220,21/09/2025 04:50,19,1,dinner,0,Cloudy,High,0,50,south,0.2967,0
75803,3622,208,21/09/2025 04:55,13,6,lunch,1,Sunny,Medium,0,33,north,0.5533,0
75804,772,177,21/09/2025 05:00,13,1,lunch,0,Windy,Jam,0,57,central,0.3267,0
75805,592,231,21/09/2025 05:05,10,6,breakfast,1,Sunny,High,0,44,west,0.4967,0
75806,2742,182,21/09/2025 05:10,7,2,breakfast,0,Fog,High,0,94,east,0.44,0
75807,3311,686,21/09/2025 05:15,22,3,dinner,0,Rainy,High,0,79,central,0.24,1
75808,550,37,21/09/2025 05:20,21,1,dinner,0,Sunny,Medium,0,50,east,0.4967,8
75809,3803,347,21/09/2025 05:25,21,2,dinner,0,Cloudy,Low,0,64,south,0.4633,0
75810,3656,637,21/09/2025 05:30,17,0,snack,0,Sunny,Low,0,63,west,0.6567,0
75811,469,83,21/09/2025 05:35,15,0,lunch,0,Sunny,Medium,0,41,south,0.5833,3
75812,1486,222,21/09/2025 05:40,9,5,breakfast,1,Fog,High,0,60,south,0.3167,2
75813,491,375,21/09/2025 05:45,12,6,lunch,1,Sunny,Low,0,64,central,0.4433,0
75814,820,516,21/09/2025 05:50,6,1,breakfast,0,Sunny,Medium,0,35,south,0.4517,0
75815,3676,408,21/09/2025 05:55,12,4,lunch,0,Sunny,High,0,78,central,0.5683,1
75816,141,649,21/09/2025 06:00,9,4,breakfast,0,Cloudy,Low,0,35,north,0.5417,1
75817,3885,3,21/09/2025 06:05,4,5,late_night,1,Sunny,Jam,0,114,east,0.595,0
75818,607,80,21/09/2025 06:10,19,2,dinner,0,Sunny,Medium,1,66,north,0.6,0
75819,2299,19,21/09/2025 06:15,11,2,lunch,0,Sunny,Low,0,32,central,0.6367,0
75820,1259,307,21/09/2025 06:20,13,0,lunch,0,Cloudy,High,0,40,west,0.2467,0
75821,3474,568,21/09/2025 06:25,15,3,lunch,0,Rainy,Medium,0,50,north,0.5017,0
75822,2136,56,21/09/2025 06:30,9,1,breakfast,0,Sunny,High,0,42,south,0.35,0
75823,1869,49,21/09/2025 06:35,7,5,breakfast,1,Sunny,Low,0,42,north,0.14,0
75824,3087,668,21/09/2025 06:40,20,3,dinner,0,Rainy,Medium,0,63,east,0.4433,0
75825,2912,353,21/09/2025 06:45,19,0,dinner,0,Windy,Jam,0,69,north,0.475,0
75826,3756,514,21/09/2025 06:50,20,5,dinner,1,Fog,Medium,0,33,east,0.53,2
75827,1855,575,21/09/2025 06:55,8,4,breakfast,0,Fog,High,0,44,south,0.2333,0
75828,763,486,21/09/2025 07:00,11,1,lunch,0,Cloudy,Medium,0,74,east,0.5017,0
75829,545,450,21/09/2025 07:05,4,3,late_night,0,Cloudy,Low,0,64,central,0.4667,0
75830,466,13,21/09/2025 07:10,13,3,lunch,0,Rainy,High,0,49,north,0.4717,0
75831,3929,36,21/09/2025 07:15,19,3,dinner,0,Cloudy,Low,0,39,south,0.0933,0
75832,2163,669,21/09/2025 07:20,21,5,dinner,1,Stormy,Medium,0,52,west,0.575,0
75833,2881,658,21/09/2025 07:25,12,4,lunch,0,Fog,High,0,70,north,0.5633,0
75834,1171,203,21/09/2025 07:30,20,1,dinner,0,Cloudy,Medium,0,43,south,0.5733,0
75835,3703,393,21/09/2025 07:35,13,1,lunch,0,Rainy,High,0,49,south,0.495,1
75836,2659,281,21/09/2025 07:40,21,5,dinner,1,Rainy,Jam,0,57,north,0.475,0
75837,2529,309,21/09/2025 07:45,19,0,dinner,0,Sunny,Low,0,63,south,0.3617,0
75838,1108,642,21/09/2025 07:50,22,4,dinner,0,Fog,Medium,1,50,south,0.1633,3
75839,3504,18,21/09/2025 07:55,11,1,lunch,0,Sunny,Medium,0,75,east,0.5683,0
75840,2817,333,21/09/2025 08:00,19,0,dinner,0,Rainy,High,0,72,north,0.3383,0
75841,1653,376,21/09/2025 08:05,13,5,lunch,1,Rainy,High,0,60,west,0.5833,0
75842,872,528,21/09/2025 08:10,23,3,dinner,0,Windy,Jam,0,82,west,0.275,0
75843,258,212,21/09/2025 08:15,11,5,lunch,1,Rainy,Medium,0,48,east,0.575,0
75844,1694,483,21/09/2025 08:20,11,6,lunch,1,Cloudy,Medium,0,40,east,0.5517,0
75845,466,369,21/09/2025 08:25,19,6,dinner,1,Sunny,High,0,51,north,0.4383,0
75846,3858,226,21/09/2025 08:30,21,6,dinner,1,Fog,Medium,0,42,east,0.5417,0
75847,1655,324,21/09/2025 08:35,11,5,lunch,1,Sunny,Low,0,25,east,0.42,0
75848,671,141,21/09/2025 08:40,14,6,lunch,1,Stormy,Low,0,32,west,0.6667,0
75849,3238,81,21/09/2025 08:45,13,6,lunch,1,Rainy,High,0,94,central,0.5633,0
75850,1992,673,21/09/2025 08:50,16,2,snack,0,Sunny,Medium,0,40,central,0.6117,1
75851,501,554,21/09/2025 08:55,22,0,dinner,0,Sunny,High,0,68,west,0.4033,1
75852,3199,51,21/09/2025 09:00,16,2,snack,0,Cloudy,Medium,0,73,east,0.27,0
75853,455,519,21/09/2025 09:05,21,5,dinner,1,Rainy,Low,0,50,east,0.5083,0
75854,2588,388,21/09/2025 09:10,14,6,lunch,1,Sunny,Medium,0,60,north,0.4617,0
75855,1404,166,21/09/2025 09:15,18,5,snack,1,Sunny,Low,0,29,east,0.4267,0
75856,446,379,21/09/2025 09:20,20,3,dinner,0,Sunny,High,0,94,north,0.4233,0
75857,3696,418,21/09/2025 09:25,18,3,snack,0,Fog,Low,0,41,north,0.645,0
75858,2096,23,21/09/2025 09:30,12,3,lunch,0,Stormy,Low,1,45,south,0.755,0
75859,2421,63,21/09/2025 09:35,13,4,lunch,0,Sunny,Medium,1,53,north,0.545,1
75860,2107,367,21/09/2025 09:40,8,3,breakfast,0,Sunny,Jam,0,69,south,0.49,0
75861,3423,232,21/09/2025 09:45,10,0,breakfast,0,Cloudy,Low,0,52,east,0.5417,0
75862,2673,571,21/09/2025 09:50,15,3,lunch,0,Sunny,Jam,0,58,east,0.5217,0
75863,3528,571,21/09/2025 09:55,21,6,dinner,1,Cloudy,Low,0,32,north,0.125,0
75864,2934,343,21/09/2025 10:00,19,1,dinner,0,Stormy,Medium,0,60,central,0.315,0
75865,937,197,21/09/2025 10:05,23,5,dinner,1,Sunny,Medium,0,30,central,0.5867,0
75866,2906,196,21/09/2025 10:10,6,6,breakfast,1,Cloudy,High,0,94,east,0.3233,0
75867,2126,320,21/09/2025 10:15,18,4,snack,0,Cloudy,Medium,0,47,central,0.3383,0
75868,1249,57,21/09/2025 10:20,19,3,dinner,0,Sunny,Medium,0,47,east,0.34,1
75869,2588,440,21/09/2025 10:25,16,3,snack,0,Sunny,Low,0,40,north,0.495,0
75870,2635,511,21/09/2025 10:30,15,6,lunch,1,Sunny,High,0,53,west,0.42,0
75871,1177,502,21/09/2025 10:35,23,3,dinner,0,Sunny,High,0,94,north,0.4317,0
75872,432,183,21/09/2025 10:40,11,0,lunch,0,Windy,Low,0,46,west,0.645,0
75873,1501,581,21/09/2025 10:45,21,5,dinner,1,Cloudy,Medium,0,58,east,0.3067,0
75874,475,249,21/09/2025 10:50,22,3,dinner,0,Cloudy,High,0,68,east,0.5567,0
75875,100,694,21/09/2025 10:55,12,1,lunch,0,Cloudy,Low,0,32,central,0.265,0
75876,3630,179,21/09/2025 11:00,7,0,breakfast,0,Sunny,Medium,0,75,central,0.4167,0
75877,3931,223,21/09/2025 11:05,15,0,lunch,0,Cloudy,Medium,0,75,west,0.4267,0
75878,3914,694,21/09/2025 11:10,19,6,dinner,1,Rainy,High,0,47,west,0.435,0
75879,845,197,21/09/2025 11:15,9,2,breakfast,0,Sunny,Low,0,26,central,0.2533,1
75880,3952,166,21/09/2025 11:20,17,1,snack,0,Windy,High,0,43,west,0.2333,1
75881,917,192,21/09/2025 11:25,11,4,lunch,0,Cloudy,Jam,0,65,north,0.42,0
75882,2094,219,21/09/2025 11:30,12,1,lunch,0,Rainy,High,0,80,east,0.3617,0
75883,3489,435,21/09/2025 11:35,13,1,lunch,0,Stormy,Low,0,40,north,0.5867,1
75884,2214,379,21/09/2025 11:40,16,2,snack,0,Windy,Low,0,64,east,0.1833,0
75885,636,442,21/09/2025 11:45,12,5,lunch,1,Sunny,High,0,77,south,0.415,0
